page_number,defendant_address,defendant_name,case_status,filling_date,close_date,case_summary,Sector,Industry,Symbol,Status_2,Headquarters,Company_market,Court,Docket,Judge,Date_Filed,Class_Period_Start,Class_Period_End,Plaintiff_firm,Ref_court,Ref_docket,Ref_judge,Ref_date_filed,Ref_class_period_start,Ref_class_period_end,YEAR_FILED,Breach_Fiduciary_Duties,Merger,Proxy_violation,Related_parties,Stock_Drop,Cash_Flow,Revenue_Rec,Net_Income,Customers,Fourth_Quarter,Third_Quarter,Second_Quarter,Press_Release,10K_Filling,10Q_Filling,Corporate_Governance,Conflicts_Interest,Accounting,Fees,Failed_disclose,False_misleading,Commissions,Bankruptcy,Secondary_Offering,IPO,1934_Exchange_Act,Derivative,10b5,1933_Act,Heavy_trading,Sexual_Misconduct
5074,NULL," Amicus Therapeutics, Inc. 
								  
",Settled,2015-10-07,2018-10-02,NULL," Healthcare"," Biotechnology & Drugs"," FOLD"," Public (Listed)"," United States"," NASDAQ"," D. New Jersey"," 15-CV-07350"," Hon. Freda L. Wolfson",2015-10-07,2015-09-15,2015-10-01,"Block & Leviton LLP155 Federal Street, Suite 1303, Block & Leviton LLP, MA 02110(617) 398-5600 (617) 507-6020 · "," D. New Jersey"," 15-CV-07350"," Hon. Freda L. Wolfson",2016-07-11,2015-03-19,2015-10-01,2015,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
5075,NULL," ChinaCache International Holdings Ltd 
								  
",Settled,2015-10-09,2018-10-26,NULL," Technology"," Software & Programming"," CCIH"," Public (Listed)"," China"," NASDAQ"," C.D. California"," 15-CV-07952"," Hon. Christina A. Snyder",2015-10-09,2015-04-11,2015-08-20,"The Rosen Law Firm, P.A. (New Los Angeles)355 South Grand Ave, Suite 2450, The Rosen Law Firm, P.A. (New Los Angeles), CA 90071(213) 785-2610 (213) 226-4684 · "," C.D. California"," 15-CV-07952"," Hon. Christina A. Snyder",2016-09-14,2015-03-27,2015-08-20,2015,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
5076,NULL," 6D Global Technologies, Inc. 
								  
",Ongoing,2015-10-13,2018-09-07,NULL," Services"," Business Services"," SIXD"," Public (Listed)"," United States"," NASDAQ"," S.D. New York"," 15-CV-08061"," Hon. Robert W. Sweet",2015-10-13,2010-11-03,2015-09-10,"The Rosen Law Firm P.A. (New York)275 Madison Avenue, 34th Floor, The Rosen Law Firm P.A. (New York), NY 10016(212) 686-1060 (212) 202-3827 · "," S.D. New York"," 15-CV-08061"," Hon. Robert W. Sweet",2016-04-04,2014-06-16,2015-09-10,2015,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
5077,NULL," BofI Holding, Inc. 
								  
",Dismissed,2015-10-15,2018-03-28,NULL," Financial"," S&Ls/Savings Banks"," BOFI"," Public (Listed)"," United States"," NASDAQ"," S.D. California"," 15-CV-02324"," Hon. Gonzalo P. Curiel",2015-10-15,2013-09-04,2015-10-13,"Pomerantz LLP (New York)600 Third Avenue, Pomerantz LLP (New York), NY 10016212.661.1100 212.661.8665 · info@pomerantzlaw.com/"," S.D. California"," 15-CV-02324"," Hon. Gonzalo P. Curiel",2017-12-22,2013-09-04,2016-02-03,2015,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
5078,NULL," Nobilis Health Corp. 
								  
",Dismissed,2015-10-21,2015-12-08,NULL," Healthcare"," Healthcare Facilities"," HLTH"," Public (Listed)"," United States"," New York SE"," S.D. Texas"," 15-CV-03098"," Hon. Keith P Ellison",2015-10-21,2015-04-02,2015-10-08,"Abraham, Watkins, Nichols, Sorrels, Agosto & Friend800 Commerce Street, Abraham, Watkins, Nichols, Sorrels, Agosto & Friend, TX 77002713-222-7211 713-225-0827 · ",None,None,None,1900-01-01,1900-01-01,1900-01-01,2015,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
5079,NULL," Valeant Pharmaceuticals International, Inc. 
								  
",Ongoing,2015-10-22,2018-05-21,NULL," Healthcare"," Major Drugs"," VRX"," Public (Listed)"," United States"," New York SE"," D. New Jersey"," 15-CV-07658"," Hon. Michael A. Shipp",2015-10-22,2015-02-23,2015-10-20,"Cohn, Lifland, Pearlman, Herrmann & KnopfPark 80 Plaza West-One, Cohn, Lifland, Pearlman, Herrmann & Knopf, NJ 7663201845.9600  · info@njlawfirm.com"," D. New Jersey"," 15-CV-07658"," Hon. Michael A. Shipp",2016-06-24,2013-01-04,2016-03-15,2015,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
5080,NULL," Zafgen, Inc. 
								  
",Dismissed,2015-10-21,2017-05-01,NULL," Healthcare"," Biotechnology & Drugs"," ZFGN"," Public (Listed)"," United States"," NASDAQ"," D. Massachusetts"," 15-CV-13618"," Hon. F. Dennis Saylor, IV",2015-10-21,2015-01-12,2015-10-16,"Block & Leviton LLP155 Federal Street, Suite 1303, Block & Leviton LLP, MA 02110(617) 398-5600 (617) 507-6020 · "," D. Massachusetts"," 15-CV-13618"," Hon. F. Dennis Saylor, IV",2016-02-22,2014-06-19,2015-10-16,2015,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
5081,NULL," Extreme Networks, Inc. 
								  
",Settled,2015-10-23,2018-09-07,NULL," Technology"," Computer Networks"," EXTR"," Public (Listed)"," United States"," NASDAQ"," N.D. California"," 15-CV-04883"," Hon. Beth Labson Freeman",2015-10-23,2013-11-04,2015-04-09,"Holzer & Holzer, LLC1117 Perimeter Center West, Suite E-107, Holzer & Holzer, LLC, GA 30338770.392.0090 770.392-0029 · mfistel@holzerlaw.com"," N.D. California"," 15-CV-04883"," Hon. Beth Labson Freeman",2017-06-02,2013-09-12,2015-04-09,2015,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
5082,NULL," Terraform Global, Inc. 
								  
",Settled,2015-10-29,2017-12-20,NULL," Utilities"," Electric Utilities"," GLBL"," Public (Listed)"," United States"," NASDAQ"," S.D. New York"," 15-CV-04981"," Hon. William H. Orrick",2015-10-29,2015-07-31,2015-10-29,"Scott + Scott LLP (NY)405 Lexington Avenue, 40th Floor, The Chrysler Building, Scott + Scott LLP (NY), NY 10174(212) 223-6444 (212) 223-6444 · "," S.D. New York"," 16-CV-07967"," Hon. William H. Orrick",2016-10-12,2015-07-31,2015-10-29,2015,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL
5083,NULL," VimpelCom Ltd. 
								  
",Ongoing,2015-11-04,2018-08-30,NULL," Technology"," Communications Equipment"," VIP"," Public (Listed)"," Netherlands"," NASDAQ"," S.D. New York"," 15-CV-08672"," Hon. Andrew L. Carter, Jr",2015-11-04,2011-06-30,2015-11-02,"Bronstein, Gewirtz & Grossman, LLC (New York)60 East 42nd Street - Suite 4600, Bronstein, Gewirtz & Grossman, LLC (New York), NY 10165212.697.6484 212.697.7296 · info@bgandg.com"," S.D. New York"," 15-CV-08672"," Hon. Andrew L. Carter, Jr",2016-12-09,2010-12-04,2015-11-03,2015,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
5084,NULL," TECO Energy, Inc. 
								  
",Dismissed,2015-11-02,2015-12-07,NULL," Utilities"," Electric Utilities"," TE"," Public (Listed)"," United States"," New York SE"," M.D. Florida"," 15-CV-02571"," Hon. Mary S. Scriven",2015-11-02,2015-09-04,2015-11-02,"Brodsky & Smith, LLCTwo Bala Plaza, Suite 602, Brodsky & Smith, LLC, PA 19004610.667.6200 610.667.6200 · ",None,None,None,1900-01-01,1900-01-01,1900-01-01,2015,1,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
5085,NULL," Starz 
								  
",Dismissed,2015-11-09,2016-03-28,NULL," Services"," Broadcasting & Cable TV"," STRZA"," Public (Listed)"," United States"," NASDAQ"," C.D. California"," 15-CV-08722"," Hon. Dolly M. Gee",2015-11-09,2014-08-01,2015-10-29,"Goldberg Law PC 13650 Marina Pointe Dr. Suite 1404 , Goldberg Law PC , CA 90292 1-800-977-7401  · ",None,None,None,1900-01-01,1900-01-01,1900-01-01,2015,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
5086,NULL," Straight Path Communications Inc. 
								  
",Settled,2015-11-13,2018-09-07,NULL," Technology"," Communications Equipment"," STRP"," Public (Listed)"," United States"," New York SE"," D. New Jersey"," 15-CV-08051"," Hon. Claire C. Cecchi",2015-11-13,2013-10-29,2015-11-05,"Goldberg Law PC 13650 Marina Pointe Dr. Suite 1404 , Goldberg Law PC , CA 90292 1-800-977-7401  · "," D. New Jersey"," 15-CV-08051"," Hon. Claire C. Cecchi",2016-06-17,2013-10-29,2015-11-05,2015,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
5087,NULL," Flotek Industries, Inc. 
								  
",Dismissed,2015-11-12,2017-08-23,NULL," Energy"," Oil Well Services & Equipment"," FTK"," Public (Listed)"," United States"," New York SE"," S.D. Texas"," 15-CV-03327"," Hon. Alfred H Bennett",2015-11-12,2014-10-23,2015-11-09,"Goldberg Law PC 13650 Marina Pointe Dr. Suite 1404 , Goldberg Law PC , CA 90292 1-800-977-7401  · "," S.D. Texas"," 15-CV-03327"," Hon. Alfred H Bennett",2016-03-28,2014-10-23,2015-11-09,2015,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
5088,NULL," Capstone Turbine Corp. 
								  
",Ongoing,2015-11-16,2018-02-09,NULL," Capital Goods"," Misc. Capital Goods"," CPST"," Public (Listed)"," United States"," NASDAQ"," C.D. California"," 15-CV-08914"," Hon. Dolly M. Gee",2015-11-16,2013-11-07,2015-11-05,"Glancy Prongay & Murray LLP1925 Century Park East, Suite 2100 , Glancy Prongay & Murray LLP, CA 90067(310) 201-9150  (310) 432-1495  · "," C.D. California"," 15-CV-08914"," Hon. Dolly M. Gee",2017-04-28,2014-06-12,2015-11-05,2015,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,1,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
5089,NULL," Clovis Oncology, Inc. 
								  
",Settled,2015-11-19,2018-03-08,NULL," Healthcare"," Biotechnology & Drugs"," CLVS"," Public (Listed)"," United States"," NASDAQ"," D. Colorado"," 15-CV-02546"," Hon. Raymond P. Moore",2015-11-19,2014-05-20,2015-11-13,"Levi & Korsinsky LLP (DC)1101 30th Street, NW; Suite 115, Levi & Korsinsky LLP (DC), DC 20007  · "," D. Colorado"," 15-CV-02546"," Hon. Raymond P. Moore",2017-02-22,2014-05-31,2016-04-07,2015,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
5090,NULL," HCC Insurance Holdings, Inc. 
								  
",Dismissed,2015-08-21,2015-09-14,NULL," Financial"," Insurance (Miscellaneous)"," HCC"," Public (Listed)"," United States"," New York SE"," S.D. Texas"," 15-CV-02423"," Hon. Lynn N. Hughes",2015-08-21,2015-06-10,2015-08-21,"Lifshitz & Miller821 Franklin Avenue, Suite 209 , Lifshitz & Miller, NY 11530 (516) 493-9780 (516) 280-7376  · ",None,None,None,1900-01-01,1900-01-01,1900-01-01,2015,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
5091,NULL," Osiris Therapeutics, Inc. 
								  
",Settled,2015-11-23,2018-06-12,NULL," Healthcare"," Biotechnology & Drugs"," OSIR"," Public (Listed)"," United States"," NASDAQ"," D. Maryland"," 15-CV-03562"," Hon. J. Frederick Motz",2015-11-23,2014-05-12,2015-11-16,"Bronstein, Gewirtz & Grossman, LLC (New York)60 East 42nd Street - Suite 4600, Bronstein, Gewirtz & Grossman, LLC (New York), NY 10165212.697.6484 212.697.7296 · info@bgandg.com"," D. Maryland"," 15-CV-03562"," Hon. J. Frederick Motz",2018-04-06,2014-05-12,2015-11-16,2015,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,1,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
5092,NULL," Party City Holdco, Inc. 
								  
",Dismissed,2015-11-18,2017-02-01,NULL," Services"," Retail (Specialty)"," PRTY"," Public (Listed)"," United States"," New York SE"," S.D. New York"," 15-CV-09080"," Hon. Lewis A. Kaplan",2015-11-18,2015-04-16,2015-11-18,"Goldberg Law PC 13650 Marina Pointe Dr. Suite 1404 , Goldberg Law PC , CA 90292 1-800-977-7401  · "," S.D. New York"," 15-CV-09080"," Hon. Lewis A. Kaplan",2016-04-26,2015-04-16,2015-11-18,2015,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL
5093,NULL," Roadrunner Transportation Systems, Inc.  
								  
",Dismissed,2015-11-17,2016-01-22,NULL," Transportation"," Air Courier"," RRTS"," Public (Listed)"," United States"," New York SE"," E.D. New York"," 15-CV-06601"," Hon. William F. Kuntz, II",2015-11-17,2015-07-30,2015-10-26,"Goldberg Law PC 13650 Marina Pointe Dr. Suite 1404 , Goldberg Law PC , CA 90292 1-800-977-7401  · ",None,None,None,1900-01-01,1900-01-01,1900-01-01,2015,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
5094,NULL," New Source Energy Partners L.P. 
								  
",Settled,2015-11-13,2018-07-09,NULL," Energy"," Oil & Gas - Integrated"," NSLP-A"," Public (Listed)"," United States"," New York SE"," S.D. New York"," 15-CV-08954"," Hon. Kimba M. Wood",2015-11-13,2015-05-05,2015-11-13,"Criden & Love, P.A.7301 S.W. 57th Court, Suite 515, Criden & Love, P.A., FL 33143305.357.9000 305.357.9050 · klove@cridenlove.com"," S.D. New York"," 15-CV-08954"," Hon. Kimba M. Wood",2016-06-20,2015-05-05,2015-11-13,2015,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
5095,NULL," GNC Holdings, Inc. 
								  
",Dismissed,2015-11-19,2017-10-19,NULL," Services"," Retail (Drugs)"," GNC"," Public (Listed)"," United States"," New York SE"," W.D. Pennsylvania"," 15-CV-01522"," Hon. Nora Barry Fischer",2015-11-19,2011-11-28,2015-10-28,"Johnson & Weaver LLP99 Madison Avenue, 5th Floor, Johnson & Weaver LLP, NY 10016212.802.1486 212.602.1592 · "," W.D. Pennsylvania"," 15-CV-01522"," Hon. Nora Barry Fischer",2016-03-21,2011-11-16,2015-10-28,2015,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
5096,NULL," Eros International PLC 
								  
",Dismissed,2015-11-13,2018-09-12,NULL," Services"," Motion Pictures"," EROS"," Public (Listed)"," United Kingdom"," New York SE"," S.D. New York"," 15-CV-08956"," Hon. Alison J. Nathan",2015-11-13,2013-11-12,2015-11-12,"Glancy Prongay & Murray LLP1925 Century Park East, Suite 2100 , Glancy Prongay & Murray LLP, CA 90067(310) 201-9150  (310) 432-1495  · "," S.D. New York"," 15-CV-08956"," Hon. Alison J. Nathan",2016-10-10,2013-11-12,2015-11-12,2015,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,1,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
5097,NULL," Marchex, Inc. 
								  
",Dismissed,2015-11-17,2016-04-25,NULL," Services"," Business Services"," MCHX"," Public (Listed)"," United States"," NASDAQ"," W.D. Washington"," 15-CV-09011"," Hon. George B. Daniels",2015-11-17,2014-03-19,2014-09-18,"Goldberg Law PC 13650 Marina Pointe Dr. Suite 1404 , Goldberg Law PC , CA 90292 1-800-977-7401  · "," W.D. Washington"," 16-CV-00360"," Hon. George B. Daniels",2016-03-07,2014-03-19,2014-09-18,2015,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
5098,NULL," Soufun Holdings Limited 
								  
",Dismissed,2015-10-30,2016-11-04,NULL," Technology"," Software & Programming"," SFUN"," Public (Listed)"," China"," New York SE"," C.D. California"," 15-CV-08508"," Hon. Christina A. Snyder",2015-10-30,2015-05-20,2015-10-27,"The Rosen Law Firm, P.A. (New Los Angeles)355 South Grand Ave, Suite 2450, The Rosen Law Firm, P.A. (New Los Angeles), CA 90071(213) 785-2610 (213) 226-4684 · "," C.D. California"," 15-CV-08508"," Hon. Christina A. Snyder",2016-03-25,2015-05-20,2015-10-27,2015,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
5099,NULL," Hutchinson Technology Incorporated 
								  
",Dismissed,2015-11-30,2016-10-25,NULL," Technology"," Computer Hardware"," HTCH"," Public (Listed)"," United States"," NASDAQ"," D. Minnesota"," 15-CV-04261"," Hon. David S. Doty",2015-11-30,2015-11-23,2015-11-30,"Faruqi & Faruqi LLP (New York)685 3rd Avenue 26th Floor, Faruqi & Faruqi LLP (New York), NY212..983.9330 212..983.9331 · "," D. Minnesota"," 15-CV-04356"," Hon. David S. Doty",2016-05-23,2015-11-23,2015-11-30,2015,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
5100,NULL," SunEdison, Inc. 
								  
",Dismissed,2015-11-30,2018-09-10,NULL," Technology"," Semiconductors"," SUNE"," Public (Listed)"," United States"," New York SE"," S.D. New York"," 15-CV-01769"," Hon. Rodney W. Sippel",2015-11-30,2015-06-16,2015-10-06,"Carey, Danis & Lowe8235 Forsyth Boulevard, Suite 1100, Carey, Danis & Lowe, MO 63105(314) 725-7700 (314) 721-0905 · "," S.D. New York"," 16-MD-02742"," Hon. Rodney W. Sippel",2017-01-16,2015-07-31,2015-11-30,2015,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
5101,NULL," Qualcomm, Inc. 
								  
",Dismissed,2015-11-30,2018-01-02,NULL," Technology"," Communications Equipment"," QCOM"," Public (Listed)"," United States"," NASDAQ"," S.D. California"," 15-CV-02678"," Hon. Michael M. Anello",2015-11-30,2014-11-06,2015-07-22,"Glancy Prongay & Murray LLP1925 Century Park East, Suite 2100 , Glancy Prongay & Murray LLP, CA 90067(310) 201-9150  (310) 432-1495  · "," S.D. California"," 15-CV-02678"," Hon. Michael M. Anello",2017-03-17,2014-11-19,2015-07-22,2015,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,1,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
5102,NULL," XBiotech, Inc. 
								  
",Dismissed,2015-12-02,2016-10-07,NULL," Healthcare"," Biotechnology & Drugs"," XBIT"," Public (Listed)"," United States"," NASDAQ"," W.D. Texas"," 15-CV-01083"," Hon. Sam Sparks",2015-12-02,2015-04-15,2015-11-23,"Payne Mitchell Law Group, LLP2911 Turtle Creek Blvd., Suite 1400, Payne Mitchell Law Group, LLP, TX 75219214-252-1888 214-252-1889 · "," W.D. Texas"," 15-CV-01083"," Hon. Sam Sparks",2016-04-08,2015-04-15,2015-11-23,2015,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
5103,NULL," Vital Therapies, Inc. 
								  
",Dismissed,2015-12-02,2016-08-09,NULL," Healthcare"," Biotechnology & Drugs"," VTL"," Public (Listed)"," United States"," NASDAQ"," S.D. California"," 15-CV-02700"," Hon. Janis L. Sammartino",2015-12-02,2014-04-17,2015-08-21,"Levi & Korsinsky LLP (Culver City)600 Corporate Pointe, Suite 1170, Levi & Korsinsky LLP (Culver City), CA 90230-7600310-839-0442 310-558-3005 · "," S.D. California"," 15-CV-02700"," Hon. Janis L. Sammartino",2016-06-01,2014-04-17,2015-08-21,2015,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
5104,NULL," ERBA Diagnostics, Inc. 
								  
",Settled,2015-12-01,2018-10-01,NULL," Healthcare"," Medical Equipment & Supplies"," ERB"," Public (Listed)"," United States"," New York SE"," S.D. Florida"," 15-CV-24425"," Hon. Cecilia M. Altonaga",2015-12-01,2014-04-14,2015-11-23,"Pomerantz LLP (New York)600 Third Avenue, Pomerantz LLP (New York), NY 10016212.661.1100 212.661.8665 · info@pomerantzlaw.com/"," S.D. Florida"," 15-CV-24440"," Hon. Cecilia M. Altonaga",2016-06-10,2013-06-14,2015-11-20,2015,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,1,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
5105,NULL," ServiceSource International, Inc.  
								  
",Dismissed,2015-07-08,2017-03-08,NULL," Technology"," Software & Programming"," SREV"," Public (Listed)"," United States"," NASDAQ"," N.D. California"," 15-CV-03170"," Hon. Edward J. Davila",2015-07-08,2014-01-22,2014-05-01,"Newman Du Wors LLP2101 Fourth Avenue, Suite 1500, Newman Du Wors LLP, WA 98121(206) 274-2800 (206) 274-2801 · ",None,None,None,1900-01-01,1900-01-01,1900-01-01,2015,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
5106,NULL," Biogen, Inc. 
								  
",Dismissed,2015-08-18,2017-06-05,NULL," Healthcare"," Biotechnology & Drugs"," BIIB"," Public (Listed)"," United States"," NASDAQ"," D. Massachusetts"," 15-CV-13189"," Hon. F. Dennis Saylor, IV",2015-08-18,2015-01-29,2015-07-23,"Levi & Korsinsky, LLP30 Broad Street, 15 1h Floor, Levi & Korsinsky, LLP, NY 10004212.363.7500 212.363-7171 · "," D. Massachusetts"," 15-CV-13189"," Hon. F. Dennis Saylor, IV",2016-01-19,2014-12-02,2015-07-23,2015,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL
5107,NULL," SFX Entertainment, Inc. 
								  
",Dismissed,2015-09-11,2017-10-26,NULL," Services"," Recreational Activities"," SFXE"," Public (Listed)"," United States"," NASDAQ"," S.D. New York"," 15-CV-07192"," Hon. Colleen McMahon",2015-09-11,2015-02-25,2015-08-17,"Abbey Spanier Rodd & Abrams, LLP (New York)212 East 39th Street, Abbey Spanier Rodd & Abrams, LLP (New York), NY 10016212-889-3700 212-684-519 · info@abbeyspanier.com"," S.D. New York"," 15-CV-07192"," Hon. Colleen McMahon",2015-12-23,2015-02-25,2015-11-17,2015,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
