page_number,defendant_address,defendant_name,case_status,filling_date,close_date,case_summary,Sector,Industry,Symbol,Status_2,Headquarters,Company_market,Court,Docket,Judge,Date_Filed,Class_Period_Start,Class_Period_End,Plaintiff_firm,Ref_court,Ref_docket,Ref_judge,Ref_date_filed,Ref_class_period_start,Ref_class_period_end,YEAR_FILED,Breach_Fiduciary_Duties,Merger,Proxy_violation,Related_parties,Stock_Drop,Cash_Flow,Revenue_Rec,Net_Income,Customers,Fourth_Quarter,Third_Quarter,Second_Quarter,Press_Release,10K_Filling,10Q_Filling,Corporate_Governance,Conflicts_Interest,Accounting,Fees,Failed_disclose,False_misleading,Commissions,Bankruptcy,Secondary_Offering,IPO,1934_Exchange_Act,Derivative,10b5,1933_Act,Heavy_trading,Sexual_Misconduct
2794,NULL," Forest Laboratories, Inc. 
								  
",Settled,2005-03-11,2011-03-09,NULL," Healthcare"," Biotechnology & Drugs"," FRX"," Public (Listed)"," United States"," New York SE"," S.D. New York"," 05-CV-02827"," Kimba M. ",2005-03-11,2002-08-15,2004-09-01,"Brodsky & Smith, LLC (former Pennysylvania)11 Bala Avenue, Suite 39, Brodsky & Smith, LLC (former Pennysylvania), PA 19004610.668.7987 610.660.0450 · esmith@Brodsky-Smith.com"," S.D. New York"," 05-CV-02827"," Hon. Kimba M. Wood",2005-08-12,2002-08-15,2004-09-01,2005,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,1,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL
2795,NULL," The Brazilian Equity Fund, Inc. 
								  
",Settled,1997-05-16,2003-04-14,NULL," Financial"," Investment Services"," BZL"," Public (Listed)"," United States"," New York SE"," S.D. New York"," 97-CV-03579"," Robert W.",1997-05-16,1996-06-07,1996-07-17,"Wechsler Harwood LLP488 Madison Avenue 8th Floor, Wechsler Harwood LLP, NY 10022212.935.7400  · info@whhf.com",None,None,None,1900-01-01,1900-01-01,1900-01-01,1997,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2796,NULL," Textainer Partnerships 
								  
",Dismissed,2005-03-08,2007-01-10,NULL," Services"," Rental & Leasing"," XXFFA.PK"," Privately Held"," United States"," Privately Traded"," N.D. California"," 05-CV-00969"," Maxine M.",2005-03-08,2004-07-01,2005-03-08,"Abraham, Fruchter & Twersky (New York, One Pennsylvania Plaza)One Pennsylvania Plaza, Suite 1910, Abraham, Fruchter & Twersky (New York, One Pennsylvania Plaza), NY 10119212.279.5050 212.279.3655 · JFruchter@FruchterTwersky.com"," N.D. California"," 05-CV-00969"," Hon. Maxine M. Chesney",2006-08-30,2004-07-01,2005-03-08,2005,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL
2797,NULL," Filenet Corporation 
								  
",Dismissed,1998-10-27,1999-12-13,NULL," Technology"," Software & Programming"," FILE"," Public (Listed)"," United States"," NASDAQ"," C.D. California"," 98-CV-00922"," Linda H. ",1998-10-27,1998-04-16,1998-10-07,"Stull, Stull & Brody  (Los Angeles)10940 Wilshire Boulevard - Suite 2300, Stull, Stull & Brody  (Los Angeles), CA 90024310.209.2468  · "," C.D. California"," 98-CV-00922"," Hon. Linda H. McLaughlin",1999-05-27,1998-04-16,1998-10-07,1998,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL
2798,NULL," Orange 21, Inc. 
								  
",Settled,2005-03-24,2007-05-01,NULL," Consumer Cyclical"," Recreational Products"," ORNG"," Public (Listed)"," United States"," NASDAQ"," S.D. California"," 05-CV-00595"," Jeffrey T",2005-03-24,2004-12-14,2005-03-07,"Barrack, Rodos & Bacine (San Diego - former)402 West Broadway , Barrack, Rodos & Bacine (San Diego - former), CA 92101619.230.0800 619.230.1874 · info@barrack.com"," S.D. California"," 05-CV-00595"," Hon. Jeffrey T. Miller",2006-04-07,2004-12-14,2005-03-07,2005,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,1,NULL,NULL
2799,NULL," Lockheed Martin Corporation 
								  
",Dismissed,1999-06-16,2004-04-29,NULL," Capital Goods"," Aerospace & Defense"," LMT"," Public (Listed)"," United States"," New York SE"," C.D. California"," 99-CV-6171"," Manuel L.",1999-06-16,1999-01-28,1999-06-09,"Bernstein Litowitz Berger & Grossmann LLP (former San Diego)12544 High Bluff Drive, Suite 150, Bernstein Litowitz Berger & Grossmann LLP (former San Diego), CA 92130858.793.0070 858.793.0323 · blbg@blbglaw.com"," C.D. California"," 99-CV-6171"," Hon. Manuel L. Real",2000-12-15,1999-01-28,1999-06-09,1999,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL
2800,NULL," Electronic Arts Inc. 
								  
",Dismissed,2005-03-24,2006-01-26,NULL," Technology"," Software & Programming"," ERTS"," Public (Listed)"," United States"," NASDAQ"," N.D. California"," 05-CV-01219"," Maxine M.",2005-03-24,2005-01-25,2005-03-21,"Brodsky & Smith, LLC (former Pennysylvania)11 Bala Avenue, Suite 39, Brodsky & Smith, LLC (former Pennysylvania), PA 19004610.668.7987 610.660.0450 · esmith@Brodsky-Smith.com"," N.D. California"," 05-CV-01219"," Hon. Maxine M. Chesney",2005-08-12,2005-01-26,2005-03-21,2005,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,1,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL
2801,NULL," KPNQwest 
								  
",Settled,2002-10-04,2007-02-02,NULL," Services"," Communications Services"," KQIP"," Public (Listed)"," Netherlands"," NASDAQ"," S.D. New York"," 02-CV-07951"," Peter K. ",2002-10-04,1999-11-09,2002-04-24,"Glancy Binkow & Goldberg LLP (Los Angeles)1801 Ave. of the Stars, Suite 311, Glancy Binkow & Goldberg LLP (Los Angeles), CA 90067310.201.915 310. 201-916 · info@glancylaw.com"," S.D. New York"," 02-CV-07951"," Hon. Peter K. Leisure",2004-10-15,1999-11-09,2002-04-24,2002,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,1,NULL,1,NULL,NULL,1,NULL,NULL,1,NULL,NULL
2802,NULL," Allegiance Telecom, Inc. 
								  
",Dismissed,2003-11-13,2011-01-14,NULL," Services"," Communications Services"," ALGX"," Public (Listed)"," United States"," NASDAQ"," N.D. Texas"," 03-CV-02761"," Barefoot ",2003-11-13,2001-04-24,2002-02-19,"Claxton & Hill3131 McKinney Ave., Suite 700 LB 103, Claxton & Hill, TX 75204-2471214.969.9099  · "," N.D. Texas"," 03-CV-02761"," Hon. Barefoot Sanders",2004-03-26,2001-04-24,2002-02-19,2003,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,1,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2803,NULL," Bank One Corporation 
								  
",Settled,2000-02-07,2005-05-24,NULL," Financial"," Money Center Banks"," ONE"," Public (Listed)"," United States"," New York SE"," N.D. Illinois"," 00-CV-00767"," James H. ",2000-02-07,1998-04-10,2000-01-11,"Elwood S. Simon & Associates, PC355 S. Woodward Avenue Suite 250, Elwood S. Simon & Associates, PC, MI 48009810/646.9730  · "," N.D. Illinois"," 00-CV-00767"," Hon. James H. Alesia",2003-05-14,1998-10-02,1999-08-24,2000,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,1,NULL,1,NULL,NULL,NULL,1,NULL,NULL,NULL,1,NULL,NULL
2804,NULL," Collins & Aikman Corporation 
								  
",Settled,2005-04-05,2011-11-18,NULL," Consumer Cyclical"," Auto & Truck Parts"," CKC"," Public (Listed)"," United States"," New York SE"," E.D. Michigan"," 05-CV-71325"," Marianne ",2005-04-05,2004-05-06,2005-03-17,"Baron & Budd, P.C. (Dallas)3102 Oak Lawn Avenue, Suite 1100, Baron & Budd, P.C. (Dallas), TX 75219800-946-9646  · info@baronbudd.com"," E.D. Michigan"," 06-CV-13555"," Hon. Marianne O. Battani",2007-05-04,2002-08-06,2005-05-17,2005,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,1,1,1,NULL,1,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL
2805,NULL," MBIA, Inc. 
								  
",Settled,2005-04-05,2012-12-10,NULL," Financial"," Insurance (Prop. & Casualty)"," MBI"," Public (Listed)"," United States"," New York SE"," S.D. New York"," 05-CV-03514"," Louis L. ",2005-04-05,2003-08-05,2005-03-30,"Abbey Gardy, LLP (New York)212 East 39th Street, Abbey Gardy, LLP (New York), NY 10016212.889.3700  · info@abbeygardy.com"," S.D. New York"," 05-CV-03514"," Hon. Louis L. Stanton",2009-02-18,2003-08-05,2005-03-30,2005,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,1,NULL,1,1,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,1,NULL
2806,NULL," Rhodia S.A. 
								  
",Settled,2005-04-07,2008-01-29,NULL," Basic Materials"," Chemical Manufacturing"," RHA"," Public (Listed)"," France"," New York SE"," S.D. New York"," 05-CV-01890"," Deborah A",2005-04-07,2001-04-26,2004-03-23,"Law Offices of Brian M. Felgoise, P.C.Esquire at 261 Old York Road, Suite 423, Law Offices of Brian M. Felgoise, P.C., PA 19046215.886.1900  · securitiesfraud@comcast.net"," S.D. New York"," 05-CV-05389"," Hon. Deborah A. Batts",2006-09-29,2001-04-26,2004-03-23,2005,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,1,NULL,NULL,NULL,NULL,1,NULL,NULL,1,NULL,NULL
2807,NULL," WatchGuard Technologies, Inc. 
								  
",Settled,2005-04-08,2007-08-07,NULL," Technology"," Software & Programming"," WGRD"," Public (Listed)"," United States"," NASDAQ"," W.D. Washington"," 05-CV-00678"," James L. ",2005-04-08,2004-02-12,2005-03-15,"Federman & Sherwood (Oklahoma City)120 North Robinson, Suite 2720, Federman & Sherwood (Oklahoma City), OK 73102405-235-1560  · wfederman@aol.com"," W.D. Washington"," 05-CV-00678"," Hon. James L. Robart",2006-05-08,2004-02-12,2005-03-15,2005,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,1,1,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL
2808,NULL," OrCAD, Inc. 
								  
",Settled,2000-02-25,2002-11-15,NULL," Technology"," Software & Programming"," OCAD"," Public (Listed)"," United States"," NASDAQ"," N.D. California"," 00-CV-00658"," Phyllis J",2000-02-25,1999-06-18,1999-07-16,"Milberg Weiss Bershad Hynes & Lerach LLP (S.F., CA)100 Pine Street - Suite 2600, Milberg Weiss Bershad Hynes & Lerach LLP (S.F., CA), CA 94111415.288.4545 415.288.4534 · ",None,None,None,1900-01-01,1900-01-01,1900-01-01,2000,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL
2809,NULL," Blue Coat Systems, Inc. 
								  
",Dismissed,2005-04-11,2005-10-07,NULL," Technology"," Computer Networks"," BCSI"," Public (Listed)"," United States"," NASDAQ"," N.D. California"," 05-CV-01468"," Marilyn H",2005-04-11,2004-02-20,2004-05-27,"Berman DeValerio Pease Tabacco Burt & Pucillo (CA)425 California Street, Suite 2025, Berman DeValerio Pease Tabacco Burt & Pucillo (CA), CA 94104415.433.3200 415.433.6382 · ",None,None,None,1900-01-01,1900-01-01,1900-01-01,2005,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2810,NULL," GlaxoSmithKline plc 
								  
",Dismissed,2005-04-12,2006-10-11,NULL," Healthcare"," Major Drugs"," GSK"," Public (Listed)"," United Kingdom"," New York SE"," S.D. New York"," 05-CV-3751"," Loretta A",2005-04-12,2001-02-21,2004-08-05,"Law Offices of Charles J. Piven, P.A.World Trade Center-Baltimore,401 East Pratt Suite 2525, Law Offices of Charles J. Piven, P.A., MD 21202410.332.0030  · pivenlaw@erols.com"," S.D. New York"," 05-CV-3751"," Hon. Loretta A. Preska",2006-04-06,2000-12-27,2004-08-05,2005,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,1,NULL,1,NULL,NULL,NULL
2811,NULL," Xybernaut Corporation 
								  
",Settled,2005-04-15,2008-02-20,NULL," Technology"," Computer Hardware"," XYBRE"," Public (Listed)"," United States"," NASDAQ"," E.D. Virginia"," 05-CV-00222"," Sue L. Ro",2005-04-15,2003-03-27,2005-04-08,"Landskroner - Grieco, Ltd. 1360 West 9th St., Suite 200, Landskroner - Grieco, Ltd. , OH 44113-1904866.522.9500  · jack@landskronerlaw.com "," E.D. Virginia"," 05-CV-01705"," Hon. Sue L. Robinson",2007-02-02,2002-05-09,2005-04-08,2005,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,1,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,1,NULL,1,1,NULL,1,NULL,NULL,NULL
2812,NULL," Citigroup Global Markets Inc. 
								  
",Dismissed,2005-01-28,2006-08-29,NULL," Financial"," Investment Services"," "," Privately Held"," United States"," Privately Traded"," C.D. California"," 05-CV-0719"," Nora M. M",2005-01-28,1999-04-01,2000-09-30,"Sauer & Wagner LLP1801 Century Park East, Suite 520, Sauer & Wagner LLP, CA 90067310.712.8100 310.712-8108 · gsauer@swattys.com"," C.D. California"," 05-CV-0719"," Hon. Nora M. Manella",2006-05-02,1999-04-01,2000-09-30,2005,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2813,NULL," Sharper Image Corporation 
								  
",Dismissed,2005-04-18,2005-07-13,NULL," Services"," Retail (Specialty)"," SHRP"," Public (Listed)"," United States"," NASDAQ"," N.D. California"," 05-CV-01578"," Charles R",2005-04-18,2004-02-05,2004-08-04,"Baron & Budd, P.C. (Dallas)3102 Oak Lawn Avenue, Suite 1100, Baron & Budd, P.C. (Dallas), TX 75219800-946-9646  · info@baronbudd.com",None,None,None,1900-01-01,1900-01-01,1900-01-01,2005,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL
2814,NULL," PETCO Animal Supplies, Inc. 
								  
",Settled,2005-04-18,2008-09-02,NULL," Services"," Retail (Specialty)"," PETC"," Public (Listed)"," United States"," NASDAQ"," S.D. California"," 05-CV-00823"," Marilyn L",2005-04-18,2004-11-18,2005-04-14,"Brodsky & Smith, LLC (former Pennysylvania)11 Bala Avenue, Suite 39, Brodsky & Smith, LLC (former Pennysylvania), PA 19004610.668.7987 610.660.0450 · esmith@Brodsky-Smith.com"," S.D. California"," 05-CV-00823"," Hon. Marilyn L. Huff",2005-10-17,2004-08-18,2005-08-25,2005,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,1,NULL,NULL,NULL,NULL,1,NULL,1,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL
2815,NULL," 99 Cents Only Stores 
								  
",Settled,2004-03-05,2007-02-09,NULL," Services"," Retail (Specialty)"," NDN"," Public (Listed)"," United States"," New York SE"," C.D. California"," 04-CV-01485"," Jennifer ",2004-03-05,2000-04-20,2004-02-03,"Brian Felgoise230 South Broad Street, Suite 404 , Brian Felgoise, PA 19102215.735.6810 215/735.5185. · "," C.D. California"," 04-CV-04273"," Hon. Jennifer T. Lum",2005-04-29,2003-07-22,2004-06-10,2004,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,1,NULL,NULL,NULL,NULL,1,1,NULL,NULL,NULL,NULL,1,1,1,NULL,NULL,NULL
2816,NULL," Goldman Sachs Group, Inc. 
								  
",Dismissed,2004-04-02,2006-02-23,NULL," Financial"," Investment Services"," "," Unknown"," United States"," Undetermined"," S.D. New York"," 04-CV-02567"," Kimba M. ",2004-04-02,1999-04-02,2004-01-09,"Law Offices of Charles J. Piven, P.A.World Trade Center-Baltimore,401 East Pratt Suite 2525, Law Offices of Charles J. Piven, P.A., MD 21202410.332.0030  · pivenlaw@erols.com"," S.D. New York"," 04-CV-02567"," Hon. Kimba M. Wood",2005-04-18,1999-04-02,2004-01-09,2004,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2817,NULL," Doral Financial Corporation 
								  
",Settled,2005-04-20,2007-07-18,NULL," Financial"," Regional Banks"," DRL"," Public (Listed)"," Puerto Rico"," New York SE"," S.D. New York"," 05-CV-4026"," Jed S. Ra",2005-04-20,2004-03-15,2005-04-18,"Abraham, Fruchter & Twersky (New York, One Pennsylvania Plaza)One Pennsylvania Plaza, Suite 1910, Abraham, Fruchter & Twersky (New York, One Pennsylvania Plaza), NY 10119212.279.5050 212.279.3655 · JFruchter@FruchterTwersky.com"," S.D. New York"," 05-MD-01706"," Hon. Jed S. Rakoff",2006-06-22,2000-03-15,2005-10-25,2005,NULL,NULL,NULL,NULL,1,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,1,1,1,NULL,NULL,NULL,1,1,NULL,NULL,NULL,NULL,1,1,1,NULL,NULL,NULL
2818,NULL," Metromedia Fiber Network, Inc. 
								  
",Dismissed,2004-02-17,2004-10-18,NULL," Services"," Communications Services"," MFNX"," Public (Listed)"," United States"," NASDAQ"," S.D. New York"," 04-CV-01344"," Charles L",2004-02-17,2001-03-05,2002-04-24,"Goodkind Labaton Rudoff & Sucharow LLP100 Park Avenue, Goodkind Labaton Rudoff & Sucharow LLP, NY 10017212.907.0700 212.818.0477 · info@glrslaw.com",None,None,None,1900-01-01,1900-01-01,1900-01-01,2004,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,1,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL
2819,NULL," Interspeed 
								  
",Settled,2003-06-12,2005-08-10,NULL," Financial"," Investment Services"," ISPD"," Public (Listed)"," United States"," NASDAQ"," S.D. New York"," 03-CV-04282"," Richard M",2003-06-12,2000-01-03,2000-07-20,"Murray, Frank & Sailer LLP275 Madison Ave 34th Flr, Murray, Frank & Sailer LLP, NY 10016212.682.1818 212.682.1892 · email@murrayfrank.com"," S.D. New York"," 03-CV-04282"," Hon. Richard M. Berman",2005-03-18,2000-01-03,2000-10-06,2003,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,1,1,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL
2821,NULL," American Business Financial Services, Inc. 
								  
",Settled,2005-01-18,2008-11-21,NULL," Financial"," Consumer Financial Services"," "," Unknown"," United States"," Undetermined"," E.D. Pennsylvania"," 05-CV-00232"," Thomas N.",2005-01-18,2002-01-18,2004-12-23,"Berger & Montague PC1622 Locust Street, Berger & Montague PC, PA 19103800.424.6690 215.875.4604 · investorprotect@bm.net"," E.D. Pennsylvania"," 05-CV-00232",No_judge_found,2005-11-16,2002-01-18,2005-01-20,2005,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL
2822,NULL," BearingPoint, Inc. 
								  
",Settled,2005-04-25,2010-09-28,NULL," Services"," Business Services"," BE"," Public (Listed)"," United States"," New York SE"," E.D. Virginia"," 05-CV-00454"," T. S. Ell",2005-04-25,2003-08-14,2005-04-20,"Cohen, Milstein, Hausfeld & Toll, P.L.L.C. (Washington, DC)1100 New York Avenue, N.W., Suite 500, West Tower, Cohen, Milstein, Hausfeld & Toll, P.L.L.C. (Washington, DC), DC 20005202.408.4600 202.408.4699 · lawinfo@cmht.com"," E.D. Virginia"," 05-CV-00454"," Hon. T. S. Ellis III",2006-03-10,2003-08-14,2005-04-20,2005,NULL,NULL,NULL,NULL,NULL,NULL,1,1,NULL,1,NULL,NULL,NULL,1,1,NULL,NULL,1,1,1,1,NULL,NULL,NULL,NULL,1,NULL,1,NULL,NULL,NULL
2823,NULL," R&G Financial Corporation 
								  
",Settled,2005-04-27,2011-01-25,NULL," Financial"," Regional Banks"," RGF"," Public (Listed)"," Puerto Rico"," New York SE"," S.D. New York"," 05-CV-04186"," John E. S",2005-04-27,2003-04-21,2005-04-25,Error," S.D. New York"," 05-CV-04186"," Hon. John E. Sprizzo",2007-02-27,2003-01-21,2007-02-13,2005,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,1,NULL,NULL,1,NULL,1,NULL,1,1,NULL,NULL,NULL,NULL,1,1,NULL,NULL,1,NULL
2824,NULL," Avaya, Inc. 
								  
",Settled,2005-04-29,2010-09-28,NULL," Technology"," Communications Equipment"," AV"," Public (Listed)"," United States"," New York SE"," D. New Jersey"," 05-CV-02319"," Stanley R",2005-04-29,2004-10-05,2005-04-19,"Law Offices of Charles J. Piven, P.A.World Trade Center-Baltimore,401 East Pratt Suite 2525, Law Offices of Charles J. Piven, P.A., MD 21202410.332.0030  · pivenlaw@erols.com"," D. New Jersey"," 05-CV-02319"," Hon. Stanley R. Chesler",2005-10-17,2004-10-05,2005-04-19,2005,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,1,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2827,NULL," The Hartford Financial Services Group, Inc. 
								  
",Dismissed,2004-02-27,2008-01-30,NULL," Financial"," Insurance (Prop. & Casualty)"," "," Privately Held"," United States"," ETF"," D. Connecticut"," 04-CV-00344"," Alvin W. ",2004-02-27,1999-02-27,2004-01-09,"Hurwitz & Sagarin147 North Broad St., Po Box 112, Hurwitz & Sagarin, CT 06460-0112203.877.8000  · "," D. Connecticut"," 04-CV-00344"," Hon. Alvin W. Thompson",2007-02-23,1999-01-30,2003-11-17,2004,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2828,NULL," Tribune Company 
								  
",Dismissed,2005-05-02,2006-09-29,NULL," Services"," Printing & Publishing"," TRB"," Public (Listed)"," United States"," New York SE"," N.D. Illinois"," 05-CV-02602"," William T",2005-05-02,2002-01-24,2004-07-15,"Brodsky & Smith, LLC (former Pennysylvania)11 Bala Avenue, Suite 39, Brodsky & Smith, LLC (former Pennysylvania), PA 19004610.668.7987 610.660.0450 · esmith@Brodsky-Smith.com"," N.D. Illinois"," 05-CV-02602"," Hon. William T. Hart",2005-11-15,2002-01-24,2004-09-10,2005,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2829,NULL," Novell, Inc. 
								  
",Settled,1998-02-26,2005-05-27,NULL," Technology"," Software & Programming"," NOVL"," Public (Listed)"," United States"," NASDAQ"," D. Utah"," 98-CV-20249"," Susan Ill",1998-02-26,1996-11-01,1997-04-22,"Kaplan Fox & Kilsheimer, LLP (former New York, NY)805 Third Avenue, 22nd Floor, Kaplan Fox & Kilsheimer, LLP (former New York, NY), NY 10022212.687.1980 212.687.7714 · info@kaplanfox.com"," D. Utah"," 99-CV-00995"," Hon. Susan Illston",2001-02-20,1996-11-01,1997-04-22,1998,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2830,NULL," Martek Biosciences Corporation 
								  
",Settled,2005-05-04,2008-04-04,NULL," Healthcare"," Biotechnology & Drugs"," MATK"," Public (Listed)"," United States"," NASDAQ"," D. Maryland"," 05-CV-01224"," Marvin J.",2005-05-04,2004-12-09,2005-04-27,"Cohen, Milstein, Hausfeld & Toll, P.L.L.C. (Washington, DC)1100 New York Avenue, N.W., Suite 500, West Tower, Cohen, Milstein, Hausfeld & Toll, P.L.L.C. (Washington, DC), DC 20005202.408.4600 202.408.4699 · lawinfo@cmht.com"," D. Maryland"," 05-CV-01224"," Hon. Marvin J. Garbis",2005-11-18,2004-12-09,2005-04-28,2005,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,1,NULL,NULL,NULL,1,NULL,NULL,NULL,1,1,1,NULL,NULL,NULL,NULL,1,NULL,1,1,1,NULL
2831,NULL," MBNA Corporation 
								  
",Settled,2005-05-05,2009-10-06,NULL," Financial"," Regional Banks"," KRB"," Public (Listed)"," United States"," New York SE"," D. Delaware"," 05-CV-00272"," Gregory M",2005-05-05,2005-01-20,2005-04-21,"Johnson Law Firm APC (San Diego)402 W. Broadway, 27th Floor, Johnson Law Firm APC (San Diego), CA 92101619.230.0063 619.230.0063 · "," D. Delaware"," 05-CV-00272"," Hon. Gregory M. Sleet",2005-12-12,2005-01-20,2005-04-20,2005,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL
