page_number,defendant_address,defendant_name,case_status,filling_date,close_date,case_summary,Sector,Industry,Symbol,Status_2,Headquarters,Company_market,Court,Docket,Judge,Date_Filed,Class_Period_Start,Class_Period_End,Plaintiff_firm,Ref_court,Ref_docket,Ref_judge,Ref_date_filed,Ref_class_period_start,Ref_class_period_end,YEAR_FILED,Breach_Fiduciary_Duties,Merger,Proxy_violation,Related_parties,Stock_Drop,Cash_Flow,Revenue_Rec,Net_Income,Customers,Fourth_Quarter,Third_Quarter,Second_Quarter,Press_Release,10K_Filling,10Q_Filling,Corporate_Governance,Conflicts_Interest,Accounting,Fees,Failed_disclose,False_misleading,Commissions,Bankruptcy,Secondary_Offering,IPO,1934_Exchange_Act,Derivative,10b5,1933_Act,Heavy_trading
5101,NULL," FXCM, Inc. 
								  
",Dismissed,2015-05-08,2018-08-31,NULL," Financial"," Investment Services"," FXCM"," Public (Listed)"," United States"," New York SE"," S.D. New York"," 15-CV-03599"," Hon. Wood",2015-05-08,2013-06-11,2015-01-20,"Scott + Scott LLP (NY)405 Lexington Avenue, 40th Floor, The Chrysler Building, Scott + Scott LLP (NY), NY 10174(212) 223-6444 (212) 223-6444 · "," S.D. New York"," 15-CV-03599"," Hon. Wood",2017-08-25,2014-03-17,2015-01-20,2015,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
5102,NULL," CHC Group Ltd. 
								  
",Settled,2015-05-15,2018-10-01,NULL," Energy"," Oil Well Services & Equipment"," HELI"," Public (Listed)"," Cayman Islands"," New York SE"," S.D. New York"," 15-CV-03773"," Hon. Cart",2015-05-15,2014-01-16,2014-07-10,"Kirby McInerney LLP (New York)825 Third Avenue, Kirby McInerney LLP (New York), NY 10022212.371.6600 212.371.6600 · "," S.D. New York"," 15-CV-03773"," Hon. Carter",2015-11-09,2014-01-16,2014-07-10,2015,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
5103,NULL," Vipshop Holdings Limited 
								  
",Dismissed,2015-05-19,2015-11-24,NULL," Services"," Retail (Catalog & Mail Order)"," VIPS"," Public (Listed)"," China"," New York SE"," S.D. New York"," 15-CV-03870"," Hon. Swai",2015-05-19,2015-02-17,2015-05-11,None,None,None,None,1900-01-01,1900-01-01,1900-01-01,2015,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
5104,NULL," IsoRay, Inc. 
								  
",Settled,2015-05-22,2016-10-03,NULL," Healthcare"," Medical Equipment & Supplies"," ISR"," Public (Listed)"," United States"," New York SE"," E.D. Washington"," 15-CV-03890"," Hon. Beve",2015-05-22,2015-05-20,2015-05-21,"Law Offices Of Clifford A. Cantor, P.C.627 208th Ave. SE, Law Offices Of Clifford A. Cantor, P.C., WA 98074425.868.7813 425.868.7870 · "," E.D. Washington"," 15-CV-05046",No_judge_found,2015-10-16,2015-05-20,2015-05-21,2015,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
5105,NULL," Truecar, Inc. 
								  
",Dismissed,2015-05-27,2015-12-09,NULL," Technology"," Software & Programming"," TRUE"," Public (Listed)"," United States"," NASDAQ"," C.D. California"," 15-CV-03979"," Hon. Manu",2015-05-27,2014-05-16,2015-05-20,"Pomerantz LLP (New York)600 Third Avenue, Pomerantz LLP (New York), NY 10016212.661.1100 212.661.8665 · info@pomerantzlaw.com/"," C.D. California"," 15-CV-03979"," Hon. Manuel L. Real",2015-10-05,2014-05-16,2015-07-23,2015,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
5106,NULL," Toshiba Corporation 
								  
",NULL,2015-06-04,2018-08-08,NULL," Technology"," Electronic Instruments & Controls"," TOSYY"," Public (Listed)"," Japan"," OTC-BB"," C.D. California"," 15-CV-04194"," Hon. Dean",2015-06-04,2012-05-08,2015-05-07,"Robbins Geller Rudman & Dowd LLP  (New SF Office)One Montgomery Street, Suite 1800, Robbins Geller Rudman & Dowd LLP  (New SF Office), CA 94104(415) 288-4545 (415) 288-4534 · "," C.D. California"," 15-CV-04194"," Hon. Dean D. Pregerson",2015-12-17,2012-05-08,2015-11-12,2015,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
5107,NULL," Puma Biotechnology, Inc. 
								  
",NULL,2015-06-03,2018-04-19,NULL," Healthcare"," Biotechnology & Drugs"," PBYI"," Public (Listed)"," United States"," New York SE"," C.D. California"," 15-CV-00865"," Hon. Andr",2015-06-03,2014-07-23,2015-05-13,"Robbins Geller Rudman & Dowd LLP  (San Diego)655 West Broadway, Suite 1900, Robbins Geller Rudman & Dowd LLP  (San Diego), CA 92101619.231.1058 619.231.7423 · "," C.D. California"," 15-CV-00865"," Hon. Andrew J. Guilford",2017-06-06,2014-07-22,2015-05-29,2015,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
5108,NULL," Xunlei Limited 
								  
",Dismissed,2015-06-08,2015-11-16,NULL," Technology"," Software & Programming"," XNET"," Public (Listed)"," China"," NASDAQ"," C.D. California"," 15-CV-04288"," Hon. Mich",2015-06-08,2014-06-24,2015-05-20,None,None,None,None,1900-01-01,1900-01-01,1900-01-01,2015,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
5109,NULL," Revance Therapeutics, Inc. 
								  
",NULL,2015-06-05,2015-09-02,NULL," Healthcare"," Biotechnology & Drugs"," RVNC"," Public (Listed)"," United States"," NASDAQ"," N.D. California"," 15-CV-02512"," Hon. Hayw",2015-06-05,2014-06-19,2014-06-19,None,None,None,None,1900-01-01,1900-01-01,1900-01-01,2015,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL
5110,NULL," China Finance Online Co. Limited 
								  
",Settled,2015-06-05,2018-02-26,NULL," Technology"," Software & Programming"," JRJC"," Public (Listed)"," China"," NASDAQ"," S.D. New York"," 15-CV-04256"," Hon. Perc",2015-06-05,2014-05-06,2015-06-03,"The Rosen Law Firm P.A. (New York)275 Madison Avenue, 34th Floor, The Rosen Law Firm P.A. (New York), NY 10016(212) 686-1060 (212) 202-3827 · "," S.D. New York"," 15-CV-07894"," Hon. Percy Anderson",2015-12-28,2013-04-29,2015-06-03,2015,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
5111,NULL," Catamaran Corporation 
								  
",Dismissed,2015-05-21,2016-04-12,NULL," Technology"," Software & Programming"," CTRX"," Public (Listed)"," United States"," NASDAQ"," N.D. Illinois"," 15-CV-04513"," Hon. Elai",2015-05-21,2015-03-30,2015-05-21,None,None,None,None,1900-01-01,1900-01-01,1900-01-01,2015,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL
5112,NULL," QEP Midstream Partners, LP 
								  
",Dismissed,2015-05-19,2015-07-21,NULL," Energy"," Oil & Gas Operations"," QEPM"," Public (Listed)"," United States"," New York SE"," W.D. Texas"," 15-CV-00415"," Hon. Orla",2015-05-19,2015-04-06,2015-05-19,None,None,None,None,1900-01-01,1900-01-01,1900-01-01,2015,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL
5113,NULL," Nationstar Mortgage Holdings Inc. 
								  
",Dismissed,2015-06-02,2016-07-25,NULL," Financial"," Misc. Financial Services"," NSM"," Public (Listed)"," United States"," New York SE"," S.D. Florida"," 15-CV-61170"," Hon. Will",2015-06-02,2014-02-27,2015-05-04,"Kessler Topaz Meltzer & Check LLP (Pennsylvania)280 King of Prussia Road, Kessler Topaz Meltzer & Check LLP (Pennsylvania), PA 19087610.667.7706 610.667.7706 · info@ktmc.com"," S.D. Florida"," 15-CV-61170"," Hon. William P. Dimitrouleas",2015-10-16,2014-05-08,2015-05-04,2015,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
5114,NULL," Yingli Green Energy Holding Company Limited 
								  
",Settled,2015-05-28,2018-08-30,NULL," Technology"," Semiconductors"," YGE"," Public (Listed)"," China"," New York SE"," C.D. California"," 15-CV-04003"," Hon. Chri",2015-05-28,2014-03-18,2015-05-15,"The Rosen Law Firm, P.A. (New Los Angeles)355 South Grand Ave, Suite 2450, The Rosen Law Firm, P.A. (New Los Angeles), CA 90071(213) 785-2610 (213) 226-4684 · "," C.D. California"," 15-CV-04003"," Hon. Christina A. Snyder",2017-04-24,2010-12-02,2015-05-15,2015,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
5115,NULL," Kraft Foods Group, Inc. 
								  
",Settled,2015-04-27,2016-03-10,NULL," Consumer Non-Cyclical"," Food Processing"," KRFT"," Public (Listed)"," United States"," NASDAQ"," E.D. Virginia"," 15-CV-00262"," Hon. Henr",2015-04-27,2015-03-25,2015-04-27,None,None,None,None,1900-01-01,1900-01-01,1900-01-01,2015,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL
5116,NULL," Altisource Asset Management Corporation 
								  
",Dismissed,2015-01-16,2017-07-11,NULL," Financial"," Investment Services"," AAMC"," Public (Listed)"," Virgin Islands"," New York SE"," D. Virgin Islands"," 15-CV-00004"," Hon. Wilm",2015-01-16,2013-04-19,2015-01-12,"Colianni & Colianni(340) 719-1766 (340) 719-1770 · "," D. Virgin Islands"," 15-CV-00004"," Hon. Wilma A. Lewis",2015-06-19,2013-04-19,2015-01-12,2015,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
5117,NULL," Dawson Geophysical Company 
								  
",Dismissed,2015-01-07,2015-03-16,NULL," Energy"," Oil & Gas Operations"," DWSN"," Public (Listed)"," United States"," NASDAQ"," W.D. Texas"," 15-CV-00005"," Hon. Davi",2015-01-07,2014-10-08,2015-01-07,None,None,None,None,1900-01-01,1900-01-01,1900-01-01,2015,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL
5118,NULL," SandRidge Mississippian Trust I 
								  
",NULL,2015-06-09,2018-07-02,NULL," Energy"," Oil & Gas - Integrated"," SDT"," Public (Listed)"," United States"," New York SE"," W.D. Oklahoma"," 15-CV-00634"," Hon. Vick",2015-06-09,2011-04-07,2012-11-08,"Farha Law PLLC 1900 NW Expressway , Farha Law PLLC , OK 73118405-471-2224  405-810-9901  · "," W.D. Oklahoma"," 15-CV-00634"," Hon. Vicki Miles-LaGrange",2016-11-11,2011-04-07,2012-11-08,2015,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
5119,NULL," 3D Systems Corporation 
								  
",Settled,2015-06-12,2018-06-25,NULL," Technology"," Computer Peripherals"," DDD"," Public (Listed)"," United States"," New York SE"," D. South Carolina"," 15-CV-02393"," Hon. Mary",2015-06-12,2013-10-29,2014-10-22,"Motley Rice LLC (Mount Pleasant)28 Bridgeside Boulevard, Motley Rice LLC (Mount Pleasant), SC 29464843.216.9000 843.216.9450 · inquiry@motleyrice.com"," D. South Carolina"," 15-CV-02393"," Hon. Mary G Lewis",2015-12-09,2013-10-29,2015-05-05,2015,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
5120,NULL," Keurig Green Mountain, Inc. 
								  
",Dismissed,2015-06-19,2016-08-26,NULL," Consumer Non-Cyclical"," Food Processing"," GMCR"," Public (Listed)"," United States"," NASDAQ"," N.D. California"," 15-CV-02766"," Hon. Rona",2015-06-19,2015-02-04,2015-05-06,"Glancy Prongay & Murray LLP1925 Century Park East, Suite 2100 , Glancy Prongay & Murray LLP, CA 90067(310) 201-9150  (310) 432-1495  · "," N.D. California"," 15-CV-02766"," Hon. Ronald M. Whyte",2016-03-23,2014-11-19,2015-08-05,2015,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
5121,NULL," Iconix Brand Group, Inc. 
								  
",NULL,2015-06-23,2018-04-27,NULL," Consumer Cyclical"," Footwear"," ICON"," Public (Listed)"," United States"," NASDAQ"," S.D. New York"," 15-CV-04860"," Hon. Paul",2015-06-23,2013-02-20,2015-04-17,"Robbins Geller Rudman & Dowd LLP (Melville)58 South Service Road, Suite 200, Robbins Geller Rudman & Dowd LLP (Melville), NY 11747631.367.7100 631.367.1173 · "," S.D. New York"," 15-CV-04860"," Hon. Paul G. Gardephe",2017-11-14,2012-02-22,2015-11-05,2015,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
5122,NULL," QRxPharma LTD 
								  
",Dismissed,2015-06-23,2016-07-07,NULL," Healthcare"," Major Drugs"," QRXPY"," Public (Listed)"," Australia"," OTC-BB"," S.D. New York"," 15-CV-04868"," Hon. Paul",2015-06-23,2011-01-24,2014-04-23,"The Rosen Law Firm P.A. (New York)275 Madison Avenue, 34th Floor, The Rosen Law Firm P.A. (New York), NY 10016(212) 686-1060 (212) 202-3827 · "," S.D. New York"," 15-CV-04868"," Hon. Paul A. Engelmayer",2016-01-04,2010-12-06,2014-04-23,2015,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
5123,NULL," Root9b Technologies, Inc. 
								  
",Dismissed,2015-06-23,2018-08-21,NULL," Technology"," Software & Programming"," RTNB"," Public (Listed)"," United States"," OTC-BB"," D. Colorado"," 15-CV-04750"," Hon. Step",2015-06-23,2014-12-01,2015-06-15,"Levi & Korsinsky LLP (DC)1101 30th Street, NW; Suite 115, Levi & Korsinsky LLP (DC), DC 20007  · "," D. Colorado"," 15-CV-02152"," Hon. Stephen V. Wilson",2016-01-04,2014-10-17,2015-06-15,2015,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
5124,NULL," Solazyme, Inc. 
								  
",NULL,2015-06-24,2018-02-01,NULL," Basic Materials"," Chemical Manufacturing"," SZYM"," Public (Listed)"," United States"," NASDAQ"," N.D. California"," 15-CV-02938"," Hon. Hayw",2015-06-24,2014-02-27,2014-11-05,"Glancy Prongay & Murray LLP1925 Century Park East, Suite 2100 , Glancy Prongay & Murray LLP, CA 90067(310) 201-9150  (310) 432-1495  · "," N.D. California"," 15-CV-02938"," Hon. Haywood S Gilliam, Jr",2017-02-15,2014-02-27,2014-11-05,2015,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,1,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL
5125,NULL," AirMedia Group Inc. 
								  
",Dismissed,2015-06-25,2017-03-27,NULL," Services"," Advertising"," AMCN"," Public (Listed)"," China"," NASDAQ"," S.D. New York"," 15-CV-04966"," Hon. Andr",2015-06-25,2015-04-15,2015-06-15,"Holzer & Holzer, LLC1117 Perimeter Center West, Suite E-107, Holzer & Holzer, LLC, GA 30338770.392.0090 770.392-0029 · mfistel@holzerlaw.com"," S.D. New York"," 15-CV-04966"," Hon. Andrew L. Carter, Jr",2016-01-15,2015-04-07,2015-06-15,2015,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
5126,NULL," Uranium Energy Corp. 
								  
",Dismissed,2015-06-29,2016-09-26,NULL," Basic Materials"," Metal Mining"," UEC"," Public (Listed)"," United States"," New York SE"," S.D. Texas"," 15-CV-01862"," Hon. Nanc",2015-06-29,2014-10-14,2015-06-17,"Levi & Korsinsky LLP (DC)1101 30th Street, NW; Suite 115, Levi & Korsinsky LLP (DC), DC 20007  · "," S.D. Texas"," 15-CV-01862"," Hon. Nancy F. Atlas",2015-11-16,2013-06-07,2015-06-17,2015,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL
5127,NULL," Braskem S.A. 
								  
",Settled,2015-07-01,2018-02-21,NULL," Basic Materials"," Chemical Manufacturing"," BAK"," Public (Listed)"," Brazil"," New York SE"," S.D. New York"," 15-CV-05132"," Hon. Paul",2015-07-01,2010-06-01,2015-03-11,"Cohen Milstein Sellers & Toll PLLC (New York)88 Pine Street, 14th Floor, Cohen Milstein Sellers & Toll PLLC (New York), NY 10022212.838.7797 212.838.7797 · "," S.D. New York"," 15-CV-05132"," Hon. Paul A. Engelmayer",2016-05-20,2010-07-15,2015-03-11,2015,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
5128,NULL," Celladon Corporation 
								  
",Dismissed,2015-07-02,2016-12-28,NULL," Healthcare"," Biotechnology & Drugs"," CLDN"," Public (Listed)"," United States"," NASDAQ"," S.D. California"," 15-CV-01458"," Hon. Anth",2015-07-02,2014-07-07,2015-06-25,"Labaton Sucharow LLP140 Broadway, Labaton Sucharow LLP, NY 10005212.907.0700 212.818.0477 · info@labaton.com"," S.D. California"," 15-CV-01458"," Hon. Anthony J. Battaglia",2016-02-29,2014-01-30,2015-06-25,2015,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,1,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
5129,NULL," Edison International 
								  
",Dismissed,2015-07-06,2018-04-16,NULL," Utilities"," Electric Utilities"," EIX"," Public (Listed)"," United States"," New York SE"," S.D. California"," 15-CV-01478"," Hon. Roge",2015-07-06,2014-07-31,2015-06-24,"Robbins Geller Rudman & Dowd LLP  (San Diego)655 West Broadway, Suite 1900, Robbins Geller Rudman & Dowd LLP  (San Diego), CA 92101619.231.1058 619.231.7423 · "," S.D. California"," 15-CV-01478"," Hon. Roger T. Benitez",2017-05-26,2014-03-21,2015-08-10,2015,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
5130,NULL," CorMedix, Inc. 
								  
",Dismissed,2015-07-07,2016-12-20,NULL," Healthcare"," Biotechnology & Drugs"," CRMD"," Public (Listed)"," United States"," New York SE"," D. New Jersey"," 15-CV-05264"," Hon. Pete",2015-07-07,2011-03-12,2015-06-29,"The Rosen Law Firm  (New Jersey)236 Tillou Road, The Rosen Law Firm  (New Jersey), NJ 07079(973) 313-1887 (973) 833-0399 · lrosen@rosenlegal.com"," D. New Jersey"," 15-CV-05264"," Hon. Peter G. Sheridan",2015-12-01,2014-06-24,2015-06-29,2015,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL
5131,NULL," Silver Wheaton Corp. 
								  
",NULL,2015-07-08,2018-04-18,NULL," Basic Materials"," Gold & Silver"," SLW"," Public (Listed)"," Canada"," New York SE"," C.D. California"," 15-CV-05146"," Hon. Chri",2015-07-08,2011-03-30,2015-07-06,"The Rosen Law Firm, P.A. (New Los Angeles)355 South Grand Ave, Suite 2450, The Rosen Law Firm, P.A. (New Los Angeles), CA 90071(213) 785-2610 (213) 226-4684 · "," C.D. California"," 15-CV-05146"," Hon. Christina A. Snyder",2018-04-12,2011-03-30,2015-07-06,2015,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
5132,NULL," Avalanche Biotechnologies, Inc. 
								  
",Settled,2015-07-09,2018-02-05,NULL," Healthcare"," Biotechnology & Drugs"," AAVL"," Public (Listed)"," United States"," NASDAQ"," N.D. California"," 15-CV-03185"," Hon. Samu",2015-07-09,2014-07-31,2015-06-15,"Faruqi & Faruqi LLP (New York)685 3rd Avenue 26th Floor, Faruqi & Faruqi LLP (New York), NY212..983.9330 212..983.9331 · "," N.D. California"," 15-CV-03185"," Hon. Samuel Conti",2016-12-02,2014-07-31,2015-06-15,2015,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
5133,NULL," LifeLock Incorporated 
								  
",Dismissed,2015-07-22,2017-09-19,NULL," Technology"," Software & Programming"," LOCK"," Public (Listed)"," United States"," New York SE"," D. Arizona"," 15-CV-01398"," Hon. Davi",2015-07-22,2014-07-30,2015-07-20,"Bernstein Liebhard LLP  (New York)10 East 40th Street, 22nd Floor, Bernstein Liebhard LLP  (New York), NY 10016212.779.1414 212.779.1414 · "," D. Arizona"," 15-CV-01398"," Hon. David K Duncan",2016-10-14,2014-07-30,2015-07-21,2015,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
5134,NULL," Centrais Eletricas Brasileiras S.A. - Eletrobras 
								  
",Settled,2015-07-22,2018-07-18,NULL," Utilities"," Electric Utilities"," EBR"," Public (Listed)"," Brazil"," New York SE"," S.D. New York"," 15-CV-05754"," Hon. John",2015-07-22,2014-02-10,2015-04-29,"Kahn Swick & Foti, LLC (Madisonville)206 Covington Street, Kahn Swick & Foti, LLC (Madisonville), LA 70447(504) 455-1400 (504) 455-1498 · "," S.D. New York"," 15-CV-05754"," Hon. John G. Koeltl",2016-02-26,2010-08-17,2015-06-24,2015,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,1,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
5135,NULL," IDI, Inc. 
								  
",Dismissed,2015-07-22,2015-09-11,NULL," Services"," Advertising"," IDI"," Public (Listed)"," United States"," New York SE"," S.D. Florida"," 15-CV-81019"," Hon. Beth",2015-07-22,2015-04-30,2015-07-21,None,None,None,None,1900-01-01,1900-01-01,1900-01-01,2015,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,1,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL
5136,NULL," EZCORP, Inc. 
								  
",NULL,2015-07-20,2018-07-31,NULL," Financial"," Consumer Financial Services"," EZPW"," Public (Listed)"," United States"," NASDAQ"," W.D. Texas"," 15-CV-00608"," Hon. Sam ",2015-07-20,2014-10-27,2015-07-16,"Block & Leviton LLP155 Federal Street, Suite 1303, Block & Leviton LLP, MA 02110(617) 398-5600 (617) 507-6020 · "," W.D. Texas"," 15-CV-00608"," Hon. Sam Sparks",2018-07-26,2014-01-28,2015-10-20,2015,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,1,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
5137,NULL," XOMA Corporation 
								  
",Dismissed,2015-07-24,2017-10-25,NULL," Healthcare"," Biotechnology & Drugs"," XOMA"," Public (Listed)"," United States"," NASDAQ"," N.D. California"," 15-CV-03425"," Hon. Hayw",2015-07-24,2014-11-06,2015-07-21,"Faruqi & Faruqi LLP (New York)685 3rd Avenue 26th Floor, Faruqi & Faruqi LLP (New York), NY212..983.9330 212..983.9331 · "," N.D. California"," 15-CV-03425"," Hon. Haywood S Gilliam, Jr",2016-07-08,2014-11-06,2015-07-21,2015,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
